"","facilitycl","total_length","total","per_protected","unit"
"1","I",373.93181881336,995.379294718515,37.5667668392786,"Citywide"
"2","I",18.4213600468126,134.057187832792,13.741419124642,"Priority Districts"
"3","I",3.61286729000697,31.6955210537955,11.3986682341489,"Brooklyn Community Boards 3, 12, 14, 17"
